Title,Category
All Night Long,"Fiction , Romance , Suspense"
"Dark Sky (Cold Ridge, 4)","Fiction , Romance , General"
L'Affaire,"Fiction , Romance , General"
Nerds Like It Hot,"Fiction , Romance , General"
Finding the Dream (Dream Trilogy),"Fiction , Romance , General"
Seduce Me,"Fiction , Romance , Contemporary"
Summer Pleasures,"Fiction , Romance , Contemporary"
Total Rush (New York Blades),"Fiction , Romance , Contemporary"
Wife for a Day,"Fiction , Romance , Contemporary"
Code Name: Blondie,"Fiction , Romance , Contemporary"
Satisfaction (The Darling Detectives Trilogy),"Fiction , Romance , Contemporary"
When Christmas Comes,"Fiction , Romance , Contemporary"
The Edge of Desire (Bastion Club),"Fiction , Romance , Historical , General"
A Cowboy for Clementine: Home on the Ranch (Harlequin Superromance No. 1029),"Fiction , Romance , Contemporary"
Dangerous Prey (Morgan's Mercenaries),"Fiction , Romance , Contemporary"
"One In A Million / Love, Texas Style","Fiction , Romance , Contemporary"
Irresistible,"Fiction , Romance , Historical , General"
The Perfect Lie,"Fiction , Romance , General"
You Belong To Me (Montana Mavericks),"Fiction , Romance , Contemporary"
The Debutante,"Fiction , Romance , Contemporary"
The Barefoot Bride: A Novel,"Fiction , Romance , Historical"
"The Prince Kidnaps a Bride (Lost Princesses, Book 3)","Fiction , Romance , Historical , General"
The Family Matchmaker (Zebra Regency Romance),"Fiction , Romance , Historical , Regency"
"Love Finds You in Romeo, Colorado (Love Finds You, Book 4)","Fiction , Christian , Romance"
Secrets Volume 1 (Red Sage - Secrets Volumes),"Fiction , Romance , General"
Desperate Measures: A Novel,"Fiction , Romance , Contemporary"
Reunion (Silhouette),"Fiction , Romance , Contemporary"
Wizard's Daughter: Bride Series,"Fiction , Romance , Historical , General"
Aftershocks (Contemporary Romance),"Fiction , Romance , Historical , General"
Once a Thief (Quinn),"Fiction , Romance , Suspense"
Shades of Twilight,"Fiction , Romance , Contemporary"
True Betrayals,"Fiction , Romance , General"
The Protector (Medievals),"Fiction , Romance , Historical , General"
"Kiss of Crimson (The Midnight Breed, Book 2)","Fiction , Romance , Fantasy"
The Independence of Miss Mary Bennet,"Fiction , Romance , Historical"
Along Came Jones (Palisades Pure Romance),"Fiction , Romance , Historical , General"
A Stranger's Game (A Bitter Creek Novel),"Fiction , Romance , Suspense"
A Taste of Magic,"Fiction , Romance , Paranormal , General"
The Handmaiden's Necklace,"Fiction , Romance , Historical , General"
"Blue Moon (Nightcreature, Book 1)","Fiction , Romance , Fantasy"
Outcast (The Benedict Brothers),"Fiction , Romance , Suspense"
Lion's Bride,"Fiction , Romance , Historical"
"Heart Of The Dragon (Atlantis, Book 1)","Fiction , Romance , Paranormal , General"
Yours Until Dawn (Avon Historical Romance),"Fiction , Romance , Historical , General"
Guilty,"Fiction , Romance , Suspense"
The Seduction of an Unknown Lady,"Fiction , Romance , Historical , General"
The Wedding Challenge (Matchmakers),"Fiction , Romance , Historical , Regency"
The Devil in Winter,"Fiction , Romance , Historical , General"
"Cold as Ice (The Ice Series, 2)","Fiction , Romance , Suspense"
More Than Words: Stories Of Courage: Homecoming Season\The Yellow Ribbon\Hanging By A Thread,"Fiction , Romance , Contemporary"
The Gilded Web (The Web Trilogy),"Fiction , Romance , Historical"
"The Mad, Bad Duke","Fiction , Romance , Historical , General"
A View of the River,"Fiction , Romance , Contemporary"
"Once a Gentleman (Ladies' Fashionable Cabinet Trilogy, 3)","Fiction , Romance , Historical , General"
Naughty Neighbor,"Fiction , Romance , Contemporary"
The Ring on Her Finger,"Fiction , Romance , Contemporary"
Flowers On Main (A Chesapeake Shores Novel),"Fiction , Romance , Contemporary"
Scandalous Miss Howard (Mira Historical Romance),"Fiction , Romance , Historical , General"
Temptation (Language of Love),"Fiction , Romance , Contemporary"
The Finer Things,"Fiction , Romance , Historical"
A Forever Kind of Love (Harper Monogram),"Fiction , Romance , Historical , General"
Kiss Them Goodbye,"Fiction , Romance , General"
The Moon Looked Down,"Fiction , Romance , General"
"Out of Sight (The Men of T-FLAC: The Wrights, Book 5)","Fiction , Romance , Contemporary"
The Hidden Heart,"Fiction , Romance , Historical , General"
Unconquered,"Fiction , Romance , Historical , General"
You Never Can Tell,"Fiction , Romance , Historical , Regency"
Shadow Music: A Novel,"Fiction , Romance , Historical , General"
Sooner or Later (Deliverance Company #2),"Fiction , Romance , General"
The Marriage Contract,"Fiction , Romance , Historical , General"
Cordina's Royal Family: Gabriella & Alexander: Affaire RoyaleCommand Performance,"Fiction , Romance , Contemporary"
Some Like It Wicked (Kincaid Highlands),"Fiction , Romance , Historical , General"
"The Wild Road (Dirk & Steele, Book 8)","Fiction , Romance , Paranormal"
Highlander Ever After,"Fiction , Romance , Historical"
His Reluctant Mistress,"Fiction , Romance , Historical , Regency"
Nightfall,"Fiction , Romance , General"
The Inn At Eagle Point (A Chesapeake Shores Novel),"Fiction , Romance , General"
The Runaway McBride (A Seers of Grampian Novel),"Fiction , Romance , Historical , General"
"Dance of the Gods (The Circle Trilogy, Book 2)","Fiction , Romance , Fantasy"
Missing,"Fiction , Romance , General"
"A Hunger Like No Other (Immortals After Dark, Book 1)","Fiction , Romance , General"
The Island,"Fiction , Romance , Suspense"
"Strangers When We Meet (Cooper's Corner, Book 5)","Fiction , Romance , Contemporary"
So This Is Christmas,"Fiction , Romance , Contemporary"
No Ordinary Man,"Fiction , Romance , General"
A Kiss to Remember (Once Upon a Time),"Fiction , Romance , Historical"
Moonbeams and Magic,"Fiction , Romance , Contemporary"
Corbin's Fancy,"Fiction , Romance , Historical"
Lily and the Major (The Orphan Train Trilogy),"Fiction , Romance , Historical"
With This Ring (Vanza),"Fiction , Romance , Historical , General"
Gemstone,"Fiction , Romance , Contemporary"
The Marsh Hawk (Leisure Historical Romance),"Fiction , Romance , Historical"
Picture Me Dead,"Fiction , Romance , General"
Delta Moonfire,"Fiction , Romance , Historical , General"
An Independent Woman (Women and Men),"Fiction , Romance , Historical , General"
Prince Of Twilight (Twilight Series Book 12),"Fiction , Romance , Paranormal"
Dead of Night,"Fiction , Romance , General"
Springwater,"Fiction , Romance , Historical"
"Navy Brat (The Navy Series #3) (Silhouette Special Edition, No 662)","Fiction , Romance , General"
The MacKade Brothers: Devin and Shane,"Fiction , Romance , Contemporary"
Dark of Night: A Novel (Troubleshooters),"Fiction , Romance , Suspense"
When the Storm Breaks,"Fiction , Romance , Contemporary"
Mistress in Training,"Fiction , Romance , Historical , General"
Dark Rider: A Novel,"Fiction , Romance , Historical"
Dead on the Dance Floor,"Fiction , Romance , General"
Storm Winds (Wind Dancer),"Fiction , Romance , Historical , General"
The Deadliest Denial,"Fiction , Romance , Suspense"
Jane Millionaire,"Fiction , Romance , Contemporary"
All a Woman Wants (Signet Historical Romance),"Fiction , Romance , Historical"
Pink Moon,"Fiction , Romance , Contemporary"
"Deadly Deceptions (A Mojo Sheepshanks Novel, 2)","Fiction , Romance , Suspense"
Star Keeper,"Fiction , Romance , Historical"
Cinders to Satin: A Novel,"Fiction , Romance , Historical"
Proper Wife (Historical),"Fiction , Romance , Historical , General"
Shady Lady,"Fiction , Romance , Historical"
And Then He Kissed Her,"Fiction , Romance , Historical , General"
"Sleepless at Midnight (Mayhem in Mayfair, Book 1)","Fiction , Romance , Historical , General"
Undone,"Fiction , Romance , Historical , General"
The New Yorkers: A Novel,"Fiction , Romance , Contemporary"
At the King's Command (The Tudor Rose Trilogy),"Fiction , Romance , Historical , General"
Exposure,"Fiction , Romance , Contemporary"
Leaving Whiskey Bend,"Fiction , Romance , General"
When I'm With You,"Fiction , Romance , Contemporary"
The Bride and the Beast (Once Upon a Time),"Fiction , Romance , Historical"
Death Is Forever,"Fiction , Romance , General"
Hot Pursuit: A Novel,"Fiction , Romance , Suspense"
Storm Winds,"Fiction , Romance , Contemporary"
Vegas Rich,"Fiction , Romance , Contemporary"
"Turbulent Sea (Drake Sisters, Book 6)","Fiction , Romance , Paranormal , General"
Bogeyman,"Fiction , Romance , Suspense"
Badlands Heart (Badlands),"Fiction , Romance , Historical , General"
The Least Likely Bride,"Fiction , Romance , General"
Pure Temptation,"Fiction , Romance , Paranormal , General"
Dangerous,"Fiction , Romance , Historical"
Blithe Images,"Fiction , Romance , General"
Public Secrets: A Novel,"Fiction , Romance , Suspense"
Embraced by Love,"Fiction , Romance , Contemporary"
Freedom's Price (Bartlett Family),"Fiction , Romance , Contemporary"
Love Letters from a Duke,"Fiction , Romance , Historical , General"
"Dark Victory (Masters of Time, Book 4)","Fiction , Romance , Time Travel"
Cry Mercy: A Mercy Street Novel,"Fiction , Romance , Suspense"
"Midnight Sons, Vol. 2: Daddy's Little Helper / Because of the Baby","Fiction , Romance , Contemporary"
The Winter Prince (Signet Eclipse),"Fiction , Romance , Historical"
Monday Morning Faith,"Fiction , Romance , General"
Cutting Loose (NYT Bestselling Author),"Fiction , Romance , Contemporary"
The Witch and the Warrior,"Fiction , Romance , Historical"
Nobody Lives Forever,"Fiction , Romance , Historical , General"
The Bride Thief,"Fiction , Romance , Historical"
Bold Angel,"Fiction , Romance , Historical"
Simply Irresistible,"Fiction , Romance , Contemporary"
Run to Me: A Novel (Last Chance Rescue),"Fiction , Romance , Suspense"
Breakpoint: A High Risk Novel,"Fiction , Romance , Suspense"
Kiss of Death,"Fiction , Romance , Suspense"
Wicked Fantasy: A Novel (Paradise),"Fiction , Romance , Historical , General"
Deadly Intent,"Fiction , Romance , General"
The Immortal Hunter: A Rogue Hunter Novel (Argeneau Vampire),"Fiction , Romance , Paranormal , General"
"My Wicked Marquess (Inferno Club, 1)","Fiction , Romance , Historical , General"
Full Scoop (Full Series),"Fiction , Romance , General"
"Zen and the Art of Vampires (Dark Ones, Book 6)","Fiction , Romance , Paranormal , General"
Dancing with a Rogue (Berkley Sensation),"Fiction , Romance , Historical"
"Unleash the Night (Dark-Hunter, Book 9)","Fiction , Romance , Fantasy"
Bending the Rules,"Fiction , Romance , Contemporary"
"Always a Scoundrel: The Notorious Gentlemen (The Notorious Gentlemen, 3)","Fiction , Romance , Historical , General"
Rapture: The Shadowdwellers,"Fiction , Romance , Paranormal , General"
The Wedding Trap (The Trap Trilogy),"Fiction , Romance , Regency"
Splendor,"Fiction , Romance , Historical"
Whirlpool,"Fiction , Romance , Suspense"
Final Justice,"Fiction , Romance , General"
Season of the Sun (Viking Series),"Fiction , Romance , Historical , General"
Far Harbor,"Fiction , Romance , Contemporary"
Midnight Bayou,"Fiction , Romance , Contemporary"
The Third Heiress,"Fiction , Romance , General"
"Damien (The Nightwalkers, Book 4)","Fiction , Romance , Paranormal , General"
"Noah (Nightwalkers, Book 5)","Fiction , Romance , Paranormal , General"
Ecstasy: The Shadowdwellers,"Fiction , Romance , Paranormal , General"
Rumor Has It (Quaid Horses),"Fiction , Romance , Contemporary"
Risking Her Heart,"Fiction , Romance , Contemporary"
Trust: An Anthology,"Fiction , Romance , Contemporary"
There And Now (Bestselling Author Collection),"Fiction , Romance , General"
Don't Look Down,"Fiction , Romance , Contemporary"
The First Sin: A Lexi Steele Novel,"Fiction , Romance , Suspense"
Harbor Lights (A Chesapeake Shores Novel),"Fiction , Romance , Contemporary"
Rogue: A Novel,"Fiction , Romance , Contemporary"
"Under Her Skin (Lone Star Sisters, Book 1)","Fiction , Romance , Contemporary"
Blame It on Paris,"Fiction , Romance , Contemporary"
Bound by Light (The Dark Crescent Sisterhood),"Fiction , Romance , Fantasy"
Dark Room (Pete Montgomery),"Fiction , Romance , Suspense"
I Stay Near You: One Story in Three,"Young Adult Fiction , Romance , General"
Small Wonders: An Anthology (Silhouette Single Title),"Fiction , Romance , Contemporary"
Lawless,"Fiction , Romance , Contemporary"
Savage Hope,"Fiction , Romance , Historical , General"
Savage Courage,"Fiction , Romance , Historical"
Savage Moon (Savage (Leisure Paperback)),"Fiction , Romance , Historical"
The Serpent Prince,"Fiction , Romance , General"
Christmas Party: An Anthology (By Request),"Fiction , Romance , Contemporary"
Total Control,"Fiction , Romance , Contemporary"
A Woman's Heart,"Fiction , Romance , Contemporary"
Last Words: A Novel of Suspense,"Fiction , Romance , Suspense"
Realm of Shadows,"Fiction , Romance , General"
Destinys Daughter,"Fiction , Romance , Contemporary"
Bump in the Night,"Fiction , Romance , General"
Willing,"Fiction , Romance , Contemporary"
"Lover's Bite (Wings in the Night, Book 2)","Fiction , Romance , Paranormal , General"
"Walk on the Wild Side (The Others, Book 13)","Fiction , Romance , Paranormal"
The Bodyguard (Captive Hearts),"Fiction , Romance , Historical"
Sweet Memories / One Tough Texan,"Fiction , Romance , Contemporary"
Two Brothers: The Lawman / The Gunslinger (2 Books in 1),"Fiction , Romance , Historical , General"
"Virtually His (Virtual Series, Book 1)","Fiction , Romance , Suspense"
Let's Be Jolly!: Northern Magic and Bride of the Delta Queen,"Fiction , Romance , Contemporary"
Suddenly One Summer (Angel's Bay),"Fiction , Romance , Paranormal , General"
The Rana Look: A Novel,"Fiction , Romance , General"
Christmas Cowboys  (By Request 2's),"Fiction , Romance , Contemporary"
Wyoming Brides: An Anthology,"Fiction , Romance , Contemporary"
Mackenzies' Honor: An Anthology,"Fiction , Romance , Suspense"
Cut And Run,"Fiction , Romance , Suspense"
Married In Seattle: First Comes MarriageWanted: Perfect Partner,"Fiction , Romance , Contemporary"
Love's Lost Angel,"Fiction , Romance , Historical , General"
One Night (Avon Romance),"Fiction , Romance , Contemporary"
Montana,"Fiction , Romance , Historical , General"
Forbidden (Medieval Series),"Fiction , Romance , Historical , General"
"Undead and Unemployed (Queen Betsy, Book 2)","Fiction , Romance , Contemporary"
"Hope's Highway (Route 66 Series, 2)","Fiction , Romance , Historical , General"
"A Place Called Rainwater (Missouri, Book 3)","Fiction , Romance , Historical , General"
Two Little Lies,"Fiction , Romance , General"
"Mates, Dates, and Cosmic Kisses","Young Adult Fiction , Romance , General"
Silver Angel,"Fiction , Romance , Historical , General"
Eloquent Silence,"Fiction , Romance , Contemporary"
Long Time Coming: A Novel,"Fiction , Romance , General"
"The Bridegroom (A Stone Creek Novel, 5)","Fiction , Romance , Historical , General"
My Lady Beloved,"Fiction , Romance , Historical"
The Third Circle (An Arcane Society Novel),"Fiction , Romance , Paranormal , General"
Night After Night (Brotherhood of the Blood),"Fiction , Romance , Paranormal"
"Lip Service (Lone Star Sisters, Book 2)","Fiction , Romance , Contemporary"
"The Rogue Hunter (Argeneau Vampires, Book 10)","Fiction , Romance , Paranormal , General"
A Season of Angels,"Fiction , Romance , Contemporary"
Try To Resist Me,"Fiction , Romance , Contemporary"
"Swimming without a Net (Fred the Mermaid, Book 2)","Fiction , Romance , Paranormal , General"
Akin to Death,"Fiction , Romance , Historical"
Frontier Woman (Sisters of the Lone Star),"Fiction , Romance , Historical"
Secondhand Bride (McKettrick Cowboys Trilogy #3),"Fiction , Romance , Historical"
Honor'S Bride,"Fiction , Romance , Historical , General"
Sheer Dynamite,"Fiction , Romance , Contemporary"
Lethal Lies,"Fiction , Romance , General"
Lord of Fire,"Fiction , Romance , Historical , General"
Don't Look Back (Lavinia Lake and Tobias March),"Fiction , Romance , Historical"
Fires of Surrender,"Fiction , Romance , Historical"
Deadly Desire,"Fiction , Romance , Historical"
Lion Of The North,"Fiction , Romance , General"
"Date Me, Baby, One More Time (Immortally Sexy, Book 1)","Fiction , Romance , Fantasy"
What the Heart Knows,"Fiction , Romance , General"
"Passionate Thirst (Candace Steele, Vampire Killer, Book 1)","Fiction , Romance , Fantasy"
About Adam,"Fiction , Romance , Historical , General"
The Countess Bride,"Fiction , Romance , Historical , General"
Northanger Abbey (Dover Thrift Editions),"Fiction , Romance , Historical , General"
Touching Midnight (MIRA),"Fiction , Romance , General"
Remember: A Novel,"Fiction , Romance , General"
Heaven in a Wildflower,"Fiction , Romance , Historical , General"
No Decent Gentleman,"Fiction , Romance , Historical"
Beguiled,"Fiction , Romance , General"
Three Dog Knight (The Cavendish Chronicles),"Fiction , Romance , Historical , General"
MacLaren's Bride (Leisure Historical Romance),"Fiction , Romance , Historical"
Enslaved,"Fiction , Romance , Historical"
"Rules of Engagement (Governess Brides, Book 2)","Fiction , Romance , Historical , General"
The Countess (Bride Quest),"Fiction , Romance , Historical , General"
The Lost Dreams,"Fiction , Romance , Contemporary"
7b,"Fiction , Romance , Contemporary"
The Queen's Lady (Thornleigh Saga),"Fiction , Romance , Historical , General"
Smoke in Mirrors,"Fiction , Romance , Contemporary"
Navy Blues (The Navy Series #2),"Fiction , Romance , Contemporary"
Territorial Bride,"Fiction , Romance , Historical , General"
Angel in Marble,"Fiction , Romance , Historical"
"A Father's Place (Hometown Heroes, Book 4) (Love Inspired #153)","Fiction , Romance , Contemporary"
Ripple Effect,"Fiction , Romance , Contemporary"
"The Taming of the Duke (Essex Sisters, book 3)","Fiction , Romance , Historical , General"
Love In Bloom's,"Fiction , Romance , Contemporary"
In Hot Water,"Fiction , Romance , General"
Irish Bride (Irish Eyes Romance),"Fiction , Romance , Historical , General"
Lion'S Lady (The Sutherland Series) (Historical),"Fiction , Romance , General"
Winter'S Bride,"Fiction , Romance , Historical , General"
Milk and Honey (Decker and Lazarus Series),"Fiction , Romance , General"
"Pirate of Her Own, A","Fiction , Romance , Historical , General"
Kissed by an Angel: Kissed by an Angel; The Power of Love; Soulmates,"Young Adult Fiction , Romance , General"
Beguiled,"Fiction , Romance , Historical , General"
Dangerous Curves,"Fiction , Romance , General"
His Favorite Mistress: A Novel (The Mistress Trilogy),"Fiction , Romance , Historical , Regency"
Highland Treasure (Zebra Historical Romance),"Fiction , Romance , Historical , General"
"Night Huntress (Sisters of the Moon, Book 5)","Fiction , Romance , Paranormal , General"
Highland Sinner (Zebra Historical Romance),"Fiction , Romance , Historical , General"
The Border Lord's Bride (Border Chronicles),"Fiction , Romance , Historical , General"
Dark Room: A Novel,"Fiction , Romance , Suspense"
Truth and Consequence,"Fiction , Romance , Contemporary"
Night of the Huntress (Brotherhood of Blood),"Fiction , Romance , Paranormal"
"Dreams of a Longing Heart (Orphan Train West, Book 4)","Fiction , Romance , Contemporary"
"Blood Noir (Anita Blake, Vampire Hunter, Book 16)","Fiction , Romance , Paranormal , General"
Sealed with a Kiss,"Fiction , Romance , Historical , General"
After Midnight (Lords of Midnight),"Fiction , Romance , Historical , General"
Quest,"Fiction , Romance , Historical , General"
Smart Mouth,"Fiction , Romance , Contemporary"
Silver Thunder,"Fiction , Romance , Historical , General"
"Star Light, Star Bright (MIRA)","Fiction , Romance , Contemporary"
"Mirror Bride (Brides of Montclair, Book 10)","Fiction , Christian , Romance"
The Damsel: The Bride Quest #2,"Fiction , Romance , Historical , General"
Full Moon Rising,"Fiction , Romance , Fantasy"
Captive Splendors: A Novel,"Fiction , Romance , Historical"
Sex and the Single Vampire,"Fiction , Romance , Fantasy"
Fulfillment,"Fiction , Romance , Contemporary"
Don't Look Now : A Novel,"Fiction , Romance , General"
Tiger's Eye,"Fiction , Romance , Historical , General"
The Marriage Spell: A Novel,"Fiction , Romance , Historical , General"
"A Wild Pursuit (Duchess in Love, 3)","Fiction , Romance , Historical , General"
The Sins of Lord Easterbrook (Rothwell),"Fiction , Romance , Historical , Regency"
Duel of Hearts,"Fiction , Romance , Historical"
Scoundrel's Daughter,"Fiction , Romance , Historical , General"
"With Seduction in Mind (The Girl-Bachelor Chronicles, 4)","Fiction , Romance , Historical , General"
Memoirs of a Scandalous Red Dress,"Fiction , Romance , Historical , General"
Silent Killer,"Fiction , Romance , Suspense"
Through My Eyes,"Fiction , Romance , Contemporary"
Complete Abandon,"Fiction , Romance , Historical"
Savage Desire (Mira),"Fiction , Romance , Historical , General"
Lavender Morning (Edilean),"Fiction , Romance , Contemporary"
The Education of Mrs. Brimley,"Fiction , Romance , Historical , General"
Bridal Favors,"Fiction , Romance , Historical"
Bride Of Black Douglas (Mira Historical Romance),"Fiction , Romance , Historical , General"
Uneasy Alliance,"Fiction , Romance , Contemporary"
His Scandal,"Fiction , Romance , Historical , General"
Thigh High (The Fortune Hunter Books),"Fiction , Romance , Suspense"
"How to Tempt a Duke (The Daughtry Family, 1)","Fiction , Romance , Historical , Regency"
Starlight,"Fiction , Romance , Historical"
Royal Bride,"Fiction , Romance , Historical"
Lucky Charm (Lucky Trilogy),"Fiction , Romance , Contemporary"
"Colder Than Ice (Mordecai Young Series, Book 2)","Fiction , Romance , General"
White Mountain,"Fiction , Romance , Contemporary"
Heartbreaker: A Novel,"Fiction , Romance , General"
Knock Me Off My Feet,"Fiction , Romance , Contemporary"
Sweet Liberty: Freedom's Cry/Free Indeed/American Pie/Lilly's Pirate (Inspirational Romance Collection),"Fiction , Romance , General"
The Saint (Seducer),"Fiction , Romance , Historical"
Danger's Promise (Seduction Romance),"Fiction , Romance , Historical"
That Scandalous Evening: The Governess Brides (Governess Brides Series),"Fiction , Romance , Historical , General"
"Loving Evangeline (American Hero / Silhouette Intimate Moments, No. 607)","Fiction , Romance , General"
Moon Shadows (Jove Romance),"Fiction , Romance , General"
Eyes Of Fire,"Fiction , Romance , Contemporary"
See Jane Score,"Fiction , Romance , Contemporary"
Sunrise Song (Avon Camelot Books),"Fiction , Romance , Historical , General"
"The Return of the Prodigal (The Beckets of Romney Marsh, 7)","Fiction , Romance , Historical , General"
The Perfect Match,"Fiction , Romance , Contemporary"
"Rich , Rugged...Ruthless (Montana Mavericks)","Fiction , Romance , Contemporary"
Lone Star Rancher (The Fortunes of Texas : Reunion),"Fiction , Romance , Contemporary"
Kinsman's Oath,"Fiction , Romance , Fantasy"
Border Bride,"Fiction , Romance , Historical"
Song from the Sea,"Fiction , Romance , Historical"
No Other Man,"Fiction , Romance , Historical , General"
Behind the Shadows,"Fiction , Romance , Suspense"
Sundays at Tiffany's,"Fiction , Romance , Contemporary"
The Wedding Game (Matchmaker Duncan Sisters),"Fiction , Romance , Historical"
His Wildest Fantasy (Lovegram historical romances),"Fiction , Romance , Historical , General"
Carousel of Dreams,"Fiction , Romance , Historical"
Wild Rain (A Leopard Novel),"Fiction , Romance , Paranormal , General"
The Baby Farm (Mira),"Fiction , Romance , General"
Another Spring,"Fiction , Romance , Contemporary"
"How to Seduce a Duke (Royle Sisters, 1)","Fiction , Romance , Historical , General"
Romancing the Rogue,"Fiction , Romance , Historical"
Pale Moon Stalker (Leisure Historical Romance),"Fiction , Romance , Historical"
The Boyfriend League,"Young Adult Fiction , Romance , General"
"92 Pacific Boulevard (A Cedar Cove Novel, 9)","Fiction , Romance , Contemporary"
Dakota Home (Dakota Series #2),"Fiction , Romance , Contemporary"
The Rug Merchant,"Fiction , Romance , General"
Perfume of Paradise,"Fiction , Romance , Historical , General"
The Way Forward Is with a Broken Heart,"Fiction , Romance , General"
Bride of Fortune,"Fiction , Romance , Historical"
Son of the Morning (Pocket Books Romance),"Fiction , Romance , General"
Cardinal Rules,"Fiction , Romance , Contemporary"
The Misconception,"Fiction , Romance , Contemporary"
"Sunset: The Baxter Family, Sunrise Series (Book 4) Clean, Contemporary Christian Fiction","Fiction , Christian , Romance , General"
Body Language,"Fiction , Romance , Contemporary"
Love Me Forever,"Fiction , Romance , General"
Reckless Angel,"Fiction , Romance , Historical , General"
"Duke of Sin (The Duke Trilogy, 1)","Fiction , Romance , Historical , General"
To the Ends of the Earth,"Fiction , Romance , Historical , General"
Street Smart (Mira),"Fiction , Romance , Contemporary"
Tempest in Eden,"Fiction , Romance , Contemporary"
His Lady Mistress,"Fiction , Romance , Historical , General"
Dead Perfect,"Fiction , Romance , Paranormal , General"
Insatiable Desire (The Demonborn),"Fiction , Romance , Paranormal"
Paper Rose,"Fiction , Romance , Contemporary"
The Girl with the Golden Gun,"Fiction , Romance , Western"
God Bless This Child,"Fiction , Romance , General"
Dangerous Temptation,"Fiction , Romance , Contemporary"
Stormy Vows/Tempest at Sea: Two Novels in One Volume (Loveswept),"Fiction , Romance , Contemporary"
The Italian,"Fiction , Romance , Contemporary"
Written In The Stars,"Fiction , Romance , Contemporary"
"Secret Life of a Vampire (Love at Stake, Book 6)","Fiction , Romance , Paranormal , General"
A Widow's Hope (The Miller Family Series),"Fiction , Christian , Romance"
The Sinner (Seducer),"Fiction , Romance , Historical"
"Wrong Place, Wrong Time (Pete Montgomery)","Fiction , Romance , Suspense"
"Dark Desires After Dusk (Immortals After Dark, Book 5)","Fiction , Romance , Fantasy"
Under the Northern Lights (Alaskan Quest #2),"Fiction , Romance , Historical , General"
No Other Love,"Fiction , Romance , Historical , General"
Bound by Love (Hqn Historical Romance),"Fiction , Romance , Historical , General"
"Into the Flame (Darkness Chosen, Book 4)","Fiction , Romance , Paranormal , General"
Something Shady,"Fiction , Romance , Historical"
Tigress,"Fiction , Romance , Historical"
Dragonseye (Pern),"Fiction , Romance , Contemporary"
The Rapids (MIRA),"Fiction , Romance , General"
Love & Honor,"Fiction , Romance , Historical"
Letting Go,"Fiction , Romance , Contemporary"
A Reckless Encounter,"Fiction , Romance , Historical , General"
Once upon a Star,"Fiction , Romance , General"
The Harbor,"Fiction , Romance , General"
Secret Admirer: An Anthology (The Fortunes of Texas: Reunion),"Fiction , Romance , General"
Unleashed (Futuristic Romance),"Fiction , Romance , Fantasy"
A Taste of Honey,"Fiction , Romance , Erotica"
Celtic Bride,"Fiction , Romance , Historical , General"
French Quarter,"Fiction , Romance , General"
"Sarah's Patchwork (Keepsake Legacy Series, Book 1)","Fiction , Romance , Historical , General"
"Harvard's Education (Tall, Dark & Dangerous, Book 5)","Fiction , Romance , Contemporary"
The You I Never Knew,"Fiction , Romance , Contemporary"
"Seduced by Moonlight (Meredith Gentry, Book 3)","Fiction , Romance , Fantasy"
Wagered Heart,"Fiction , Christian , Romance"
"Candle in the Window: Castles #1 (Castles Series, 1)","Fiction , Romance , Historical , General"
The Tiger Prince,"Fiction , Romance , Historical , General"
"A Dangerous Beauty (Widows Club, Book 1)","Fiction , Romance , Historical , General"
Wicked All Day,"Fiction , Romance , Historical , General"
Wicked Pleasures,"Fiction , Romance , Historical , General"
"The Maiden's Hand (Tudor Rose, 2)","Fiction , Romance , Historical , General"
My Demon's Kiss (Bound in Darkness) (No. 1),"Fiction , Romance , Paranormal"
The Backup Plan,"Fiction , Romance , General"
"Senator's Bride (Brides of Montclair, Book 12)","Fiction , Romance , General"
"Not Another Bad Date (Writer Friends, 4)","Fiction , Romance , Contemporary"
Once Upon A Scandal (Once Upon Scandal),"Fiction , Romance , Historical"
Ravished,"Fiction , Romance , Historical , General"
Gypsy Lord,"Fiction , Romance , Historical"
Highlander Unchained: A Novel (Macleods of Skye),"Fiction , Romance , Historical"
KnockOut: An FBI Thriller (FBI Thrillers),"Fiction , Romance , Suspense"
Comfort of a Man,"Fiction , Romance , Contemporary"
Veiled Promises (Zebra Debut),"Fiction , Romance , Historical , General"
Desperately Seeking A Duke (The Heiress Brides),"Fiction , Romance , General"
Not Quite A Gentleman (Avon Historical Romance),"Fiction , Romance , Historical , General"
Bedding The Baron,"Fiction , Romance , Historical , General"
"The Kiss (Widows Club, Book 2)","Fiction , Romance , Historical , General"
To Tempt A Scotsman,"Fiction , Romance , Historical , General"
Dust to Dust (The Prophecy),"Fiction , Romance , Paranormal , General"
"Under Your Spell (Witches of Mayfair, Book 1)","Fiction , Romance , Historical , General"
"A Stone Creek Christmas (A Stone Creek Novel, 4)","Fiction , Romance , Contemporary"
Forbidden Fantasy,"Fiction , Romance , General"
"Exposure (Last Chance, Inc., 2)","Fiction , Romance , Contemporary"
Christy: The Women of Primrose Creek,"Fiction , Romance , Historical"
Christmas Homecoming: Silver Bells/The First Noelle/I'll Be Home for Christmas/O Christmas Tree (Romancing America: Colorado),"Fiction , Christian , Romance"
Tempting Evil,"Fiction , Romance , Suspense"
The Raven Prince,"Fiction , Romance , Historical"
The Girlfriends Club: A Novel,"Fiction , Romance , Contemporary"
"Joining (Shefford Series, 2)","Fiction , Romance , Historical , General"
